icd_code,icd_code_norm,icd_version,mimic_long_title,official_source,official_code_description,official_default_category,official_default_category_description,all_ccsr_categories,all_ccsr_descriptions,clinical_priority_category,mapping_status,mapping_reason,primary_psychiatric_comorbidity_flag,dementia_flag,substance_flag
2910,2910,9,Alcohol withdrawal delirium,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",DELIRIUM TREMENS,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
2911,2911,9,Alcohol-induced persisting amnestic disorder,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCOHOL AMNESTIC SYND,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
2912,2912,9,Alcohol-induced persisting dementia,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCOHOLIC DEMENTIA NEC,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
2913,2913,9,Alcohol-induced psychotic disorder with hallucinations,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCOHOL HALLUCINOSIS,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
29181,29181,9,Alcohol withdrawal,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCOHOL WITHDRAWAL (Begin 1996),660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
29182,29182,9,Alcohol induced sleep disorders,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCOH INDUCE SLEEP DISOR (Begin 2005),660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
29189,29189,9,Other alcohol-induced mental disorders,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",OT ALCOHOL PSYCHOSIS (Begin 1996),660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
2919,2919,9,Unspecified alcohol-induced mental disorders,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCOHOLIC PSYCHOSIS NOS,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
30300,30300,9,"Acute alcoholic intoxication in alcoholism, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",AC ALCOHOL INTOX-UNSPEC,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
30301,30301,9,"Acute alcoholic intoxication in alcoholism, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",AC ALCOHOL INTOX-CONTIN,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
30302,30302,9,"Acute alcoholic intoxication in alcoholism, episodic","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",AC ALCOHOL INTOX-EPISOD,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
30303,30303,9,"Acute alcoholic intoxication in alcoholism, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",AC ALCOHOL INTOX-REMISS,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
30390,30390,9,"Other and unspecified alcohol dependence, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCOH DEP NECNOS-UNSPEC,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
30391,30391,9,"Other and unspecified alcohol dependence, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCOH DEP NECNOS-CONTIN,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
30392,30392,9,"Other and unspecified alcohol dependence, episodic","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCOH DEP NECNOS-EPISOD,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
30393,30393,9,"Other and unspecified alcohol dependence, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCOH DEP NECNOS-REMISS,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
30500,30500,9,"Alcohol abuse, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCOHOL ABUSE-UNSPEC,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
30501,30501,9,"Alcohol abuse, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCOHOL ABUSE-CONTINUOUS,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
30502,30502,9,"Alcohol abuse, episodic","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCOHOL ABUSE-EPISODIC,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
30503,30503,9,"Alcohol abuse, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCOHOL ABUSE-IN REMISS-,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
3575,3575,9,Alcoholic polyneuropathy,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCOHOL POLYNEUROPATHY,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
4255,4255,9,Alcoholic cardiomyopathy,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCOHOL CARDIOMYOPATHY,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
53530,53530,9,"Alcoholic gastritis, without mention of hemorrhage","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCHL GASTRTIS W/O HMRHG (Begin 1991),660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
53531,53531,9,"Alcoholic gastritis, with hemorrhage","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCHL GSTRITIS W HMRHG (Begin 1991),660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
5710,5710,9,Alcoholic fatty liver,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCHOL FATTY LIVER,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
5711,5711,9,Acute alcoholic hepatitis,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ACUTE ALCOHOL HEPATITIS,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
5712,5712,9,Alcoholic cirrhosis of liver,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCOHOL CIRRHOSIS LIVER,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
5713,5713,9,"Alcoholic liver damage, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALCOHOL LIVER DAMAGE UNSPEC,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
76071,76071,9,Alcohol affecting fetus or newborn via placenta or breast milk,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ALC AFF FETUS VIA BREAST PLACENTA,660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
9800,9800,9,Toxic effect of ethyl alcohol,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",TOXIC EFFECT OF ALCOHOL (BEGIN 2007),660  ,Alcohol-related disorders,,,alcohol_related_disorders,included_non_primary,AHRQ CCS 660 or ICD-9 alcohol-related family. Excluded from primary exposure.,0,0,1
F10,F10,10,Alcohol related disorders,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",,,,,,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F1010,F1010,10,"Alcohol abuse, uncomplicated","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol abuse, uncomplicated",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F1011,F1011,10,"Alcohol abuse, in remission","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol abuse, in remission",MBD026,Mental and substance use disorders in remission,MBD026,Mental and substance use disorders in remission,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10120,F10120,10,"Alcohol abuse with intoxication, uncomplicated","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol abuse with intoxication, uncomplicated",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10121,F10121,10,Alcohol abuse with intoxication delirium,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol abuse with intoxication delirium,MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10129,F10129,10,"Alcohol abuse with intoxication, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol abuse with intoxication, unspecified",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10130,F10130,10,"Alcohol abuse with withdrawal, uncomplicated","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol abuse with withdrawal, uncomplicated",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10131,F10131,10,Alcohol abuse with withdrawal delirium,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol abuse with withdrawal delirium,MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10132,F10132,10,Alcohol abuse with withdrawal with perceptual disturbance,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol abuse with withdrawal with perceptual disturbance,MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10139,F10139,10,"Alcohol abuse with withdrawal, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol abuse with withdrawal, unspecified",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F1014,F1014,10,Alcohol abuse with alcohol-induced mood disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol abuse with alcohol-induced mood disorder,MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10151,F10151,10,Alcohol abuse with alcohol-induced psychotic disorder with hallucinations,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol abuse with alcohol-induced psychotic disorder with hallucinations,MBD017,Alcohol-related disorders,MBD001; MBD017,Schizophrenia spectrum and other psychotic disorders; Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10159,F10159,10,"Alcohol abuse with alcohol-induced psychotic disorder, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol abuse with alcohol-induced psychotic disorder, unspecified",MBD017,Alcohol-related disorders,MBD001; MBD017,Schizophrenia spectrum and other psychotic disorders; Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10180,F10180,10,Alcohol abuse with alcohol-induced anxiety disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol abuse with alcohol-induced anxiety disorder,MBD017,Alcohol-related disorders,MBD005; MBD017,Anxiety and fear-related disorders; Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10182,F10182,10,Alcohol abuse with alcohol-induced sleep disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol abuse with alcohol-induced sleep disorder,MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10188,F10188,10,Alcohol abuse with other alcohol-induced disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol abuse with other alcohol-induced disorder,MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F1019,F1019,10,Alcohol abuse with unspecified alcohol-induced disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol abuse with unspecified alcohol-induced disorder,MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F1020,F1020,10,"Alcohol dependence, uncomplicated","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol dependence, uncomplicated",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F1021,F1021,10,"Alcohol dependence, in remission","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol dependence, in remission",MBD026,Mental and substance use disorders in remission,MBD026,Mental and substance use disorders in remission,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10220,F10220,10,"Alcohol dependence with intoxication, uncomplicated","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol dependence with intoxication, uncomplicated",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10221,F10221,10,Alcohol dependence with intoxication delirium,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol dependence with intoxication delirium,MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10229,F10229,10,"Alcohol dependence with intoxication, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol dependence with intoxication, unspecified",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10230,F10230,10,"Alcohol dependence with withdrawal, uncomplicated","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol dependence with withdrawal, uncomplicated",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10231,F10231,10,Alcohol dependence with withdrawal delirium,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol dependence with withdrawal delirium,MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10232,F10232,10,Alcohol dependence with withdrawal with perceptual disturbance,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol dependence with withdrawal with perceptual disturbance,MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10239,F10239,10,"Alcohol dependence with withdrawal, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol dependence with withdrawal, unspecified",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F1024,F1024,10,Alcohol dependence with alcohol-induced mood disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol dependence with alcohol-induced mood disorder,MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10250,F10250,10,Alcohol dependence with alcohol-induced psychotic disorder with delusions,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol dependence with alcohol-induced psychotic disorder with delusions,MBD017,Alcohol-related disorders,MBD001; MBD017,Schizophrenia spectrum and other psychotic disorders; Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10251,F10251,10,Alcohol dependence with alcohol-induced psychotic disorder with hallucinations,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol dependence with alcohol-induced psychotic disorder with hallucinations,MBD017,Alcohol-related disorders,MBD001; MBD017,Schizophrenia spectrum and other psychotic disorders; Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10259,F10259,10,"Alcohol dependence with alcohol-induced psychotic disorder, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol dependence with alcohol-induced psychotic disorder, unspecified",MBD017,Alcohol-related disorders,MBD001; MBD017,Schizophrenia spectrum and other psychotic disorders; Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F1026,F1026,10,Alcohol dependence with alcohol-induced persisting amnestic disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol dependence with alcohol-induced persisting amnestic disorder,MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F1027,F1027,10,Alcohol dependence with alcohol-induced persisting dementia,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol dependence with alcohol-induced persisting dementia,MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10280,F10280,10,Alcohol dependence with alcohol-induced anxiety disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol dependence with alcohol-induced anxiety disorder,MBD017,Alcohol-related disorders,MBD005; MBD017,Anxiety and fear-related disorders; Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10282,F10282,10,Alcohol dependence with alcohol-induced sleep disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol dependence with alcohol-induced sleep disorder,MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10288,F10288,10,Alcohol dependence with other alcohol-induced disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol dependence with other alcohol-induced disorder,MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F1029,F1029,10,Alcohol dependence with unspecified alcohol-induced disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Alcohol dependence with unspecified alcohol-induced disorder,MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10920,F10920,10,"Alcohol use, unspecified with intoxication, uncomplicated","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol use, unspecified with intoxication, uncomplicated",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10921,F10921,10,"Alcohol use, unspecified with intoxication delirium","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol use, unspecified with intoxication delirium",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10929,F10929,10,"Alcohol use, unspecified with intoxication, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol use, unspecified with intoxication, unspecified",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10930,F10930,10,"Alcohol use, unspecified with withdrawal, uncomplicated","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol use, unspecified with withdrawal, uncomplicated",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10931,F10931,10,"Alcohol use, unspecified with withdrawal delirium","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol use, unspecified with withdrawal delirium",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10932,F10932,10,"Alcohol use, unspecified with withdrawal with perceptual disturbance","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol use, unspecified with withdrawal with perceptual disturbance",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10939,F10939,10,"Alcohol use, unspecified with withdrawal, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol use, unspecified with withdrawal, unspecified",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F1094,F1094,10,"Alcohol use, unspecified with alcohol-induced mood disorder","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol use, unspecified with alcohol-induced mood disorder",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10951,F10951,10,"Alcohol use, unspecified with alcohol-induced psychotic disorder with hallucinations","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol use, unspecified with alcohol-induced psychotic disorder with hallucinations",MBD017,Alcohol-related disorders,MBD001; MBD017,Schizophrenia spectrum and other psychotic disorders; Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F10959,F10959,10,"Alcohol use, unspecified with alcohol-induced psychotic disorder, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol use, unspecified with alcohol-induced psychotic disorder, unspecified",MBD017,Alcohol-related disorders,MBD001; MBD017,Schizophrenia spectrum and other psychotic disorders; Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F1096,F1096,10,"Alcohol use, unspecified with alcohol-induced persisting amnestic disorder","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol use, unspecified with alcohol-induced persisting amnestic disorder",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
F1097,F1097,10,"Alcohol use, unspecified with alcohol-induced persisting dementia","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Alcohol use, unspecified with alcohol-induced persisting dementia",MBD017,Alcohol-related disorders,MBD017,Alcohol-related disorders,alcohol_related_disorders,included_non_primary,ICD-10 F10/AHRQ MBD017 alcohol-related. Excluded from primary exposure.,0,0,1
